System Version: 1011601622
No	Value		Title
9127	0		6th neg. abs. comp. pitch err. table no.27
9128	0		6th neg. abs. comp. pitch err. table no.28
9129	0		6th neg. abs. comp. pitch err. table no.29
9130	0		6th neg. abs. comp. pitch err. table no.30
9131	0		6th neg. abs. comp. pitch err. table no.31
9132	0		6th neg. abs. comp. pitch err. table no.32
9133	0		6th neg. abs. comp. pitch err. table no.33
9134	0		6th neg. abs. comp. pitch err. table no.34
9135	0		6th neg. abs. comp. pitch err. table no.35
9136	0		6th neg. abs. comp. pitch err. table no.36
9137	0		6th neg. abs. comp. pitch err. table no.37
9138	0		6th neg. abs. comp. pitch err. table no.38
9139	0		6th neg. abs. comp. pitch err. table no.39
9140	0		6th neg. abs. comp. pitch err. table no.40
9141	0		6th neg. abs. comp. pitch err. table no.41
9142	0		6th neg. abs. comp. pitch err. table no.42
9143	0		6th neg. abs. comp. pitch err. table no.43
9144	0		6th neg. abs. comp. pitch err. table no.44
9145	0		6th neg. abs. comp. pitch err. table no.45
9146	0		6th neg. abs. comp. pitch err. table no.46
9147	0		6th neg. abs. comp. pitch err. table no.47
9148	0		6th neg. abs. comp. pitch err. table no.48
9149	0		6th neg. abs. comp. pitch err. table no.49
9150	0		6th neg. abs. comp. pitch err. table no.50
9151	0		6th neg. abs. comp. pitch err. table no.51
9152	0		6th neg. abs. comp. pitch err. table no.52
9153	0		6th neg. abs. comp. pitch err. table no.53
9154	0		6th neg. abs. comp. pitch err. table no.54
9155	0		6th neg. abs. comp. pitch err. table no.55
9156	0		6th neg. abs. comp. pitch err. table no.56
9157	0		6th neg. abs. comp. pitch err. table no.57
9158	0		6th neg. abs. comp. pitch err. table no.58
9159	0		6th neg. abs. comp. pitch err. table no.59
9160	0		6th neg. abs. comp. pitch err. table no.60
9161	0		6th neg. abs. comp. pitch err. table no.61
9162	0		6th neg. abs. comp. pitch err. table no.62
9163	0		6th neg. abs. comp. pitch err. table no.63
9164	0		6th neg. abs. comp. pitch err. table no.64
9165	0		6th neg. abs. comp. pitch err. table no.65
9166	0		6th neg. abs. comp. pitch err. table no.66
9167	0		6th neg. abs. comp. pitch err. table no.67
9168	0		6th neg. abs. comp. pitch err. table no.68
9169	0		6th neg. abs. comp. pitch err. table no.69
9170	0		6th neg. abs. comp. pitch err. table no.70
9171	0		6th neg. abs. comp. pitch err. table no.71
9172	0		6th neg. abs. comp. pitch err. table no.72
9173	0		6th neg. abs. comp. pitch err. table no.73
9174	0		6th neg. abs. comp. pitch err. table no.74
9175	0		6th neg. abs. comp. pitch err. table no.75
9176	0		6th neg. abs. comp. pitch err. table no.76
9177	0		6th neg. abs. comp. pitch err. table no.77
9178	0		6th neg. abs. comp. pitch err. table no.78
9179	0		6th neg. abs. comp. pitch err. table no.79
9180	0		6th neg. abs. comp. pitch err. table no.80
9181	0		6th neg. abs. comp. pitch err. table no.81
9182	0		6th neg. abs. comp. pitch err. table no.82
9183	0		6th neg. abs. comp. pitch err. table no.83
9184	0		6th neg. abs. comp. pitch err. table no.84
9185	0		6th neg. abs. comp. pitch err. table no.85
9186	0		6th neg. abs. comp. pitch err. table no.86
9187	0		6th neg. abs. comp. pitch err. table no.87
9188	0		6th neg. abs. comp. pitch err. table no.88
9189	0		6th neg. abs. comp. pitch err. table no.89
9190	0		6th neg. abs. comp. pitch err. table no.90
9191	0		6th neg. abs. comp. pitch err. table no.91
9192	0		6th neg. abs. comp. pitch err. table no.92
9193	0		6th neg. abs. comp. pitch err. table no.93
9194	0		6th neg. abs. comp. pitch err. table no.94
9195	0		6th neg. abs. comp. pitch err. table no.95
9196	0		6th neg. abs. comp. pitch err. table no.96
9197	0		6th neg. abs. comp. pitch err. table no.97
9198	0		6th neg. abs. comp. pitch err. table no.98
9199	0		6th neg. abs. comp. pitch err. table no.99
9200	0		6th neg. abs. comp. pitch err. table no.100
